timestamp,bid1,ask1,bidSize1,askSize1,bidSize2,askSize2,bidSize3,askSize3,bidSize4,askSize4,bidSize5,askSize5,bidSize6,askSize6,bidSize7,askSize7,bidSize8,askSize8,bidSize9,askSize9,bidSize10,askSize10
2024-01-01 00:00:10,99.93852136887081,99.96242602676135,636.57,633.22,598.61,2455.65,899.9,323.43,423.26,1685.62,1158.68,500.54,385.72,907.41,1084.19,1113.91,508.84,868.36,826.42,879.3,1352.93,484.13
2024-01-01 00:00:11,99.95920691861818,99.97285215443114,3164.58,2028.89,583.33,540.69,927.6,540.45,696.37,952.55,647.31,705.81,699.43,1520.88,1509.88,765.84,783.47,999.41,3079.16,1058.92,1231.2,1627.26
2024-01-01 00:00:12,99.96087899361233,99.97382130733943,603.5,768.09,832.47,433.49,669.7,667.1,1491.88,1765.89,440.7,1190.09,511.47,830.93,743.96,1031.03,1407.02,875.63,1852.49,1482.67,1994.26,1183.81
2024-01-01 00:00:13,99.97570889540926,100.00408105382122,1303.3,869.84,959.4,1582.22,1487.82,1801.11,564.25,631.49,397.59,637.29,1243.98,3321.77,604.81,1367.58,967.87,2304.05,1061.64,1562.34,1132.08,1258.24
2024-01-01 00:00:14,99.98836623450289,100.0101240884177,1598.23,343.58,1515.94,543.03,1102.41,1384.25,801.71,636.06,1055.36,928.55,742.22,1576.45,906.45,1070.17,3702.79,1220.66,1095.37,2001.66,1252.48,2103.26
2024-01-01 00:00:15,99.9731074138443,99.99101121056094,702.76,972.24,1665.35,1890.75,1462.48,618.53,1467.67,1120.07,1113.43,1327.12,1677.15,948.66,1888.61,894.92,1152.06,571.38,944.3,982.37,1564.06,447.43
2024-01-01 00:00:16,99.98176917901588,99.99709947675265,636.31,935.58,698.39,1030.61,973.7,1451.53,418.67,555.35,1512.55,1185.23,617.88,1329.56,789.98,989.03,898.85,1250.71,1019.84,1144.47,842.13,272.44
2024-01-01 00:00:17,99.96153277798996,99.97898057374542,966.88,630.61,970.63,2919.4,799.7,1388.21,679.36,740.22,1717.27,1201.19,349.17,1426.88,902.26,2160.98,791.01,823.11,1232.93,742.29,483.29,779.68
2024-01-01 00:00:18,99.98080211273412,99.99484925105355,778.88,751.49,950.11,738.97,1707.51,1098.22,1180.68,810.16,553.36,969.44,783.69,2550.22,1557.41,619.44,548.6,1183.43,961.44,566.77,995.45,1589.64
2024-01-01 00:00:19,99.97461863323888,99.99903569410934,824.57,1749.78,3849.24,648.02,813.54,706.15,1252.18,1395.65,681.71,871.76,1301.96,2031.1,1545.57,548.31,745.29,1713.48,973.02,3061.06,639.13,1216.58
2024-01-01 00:00:20,99.97507179428723,99.9911880385192,564.28,727.28,1679.33,678.04,758.05,922.18,299.15,1402.18,2417.36,473.88,669.62,856.51,884.1,1068.02,2271.53,2175.11,931.58,2536.67,921.58,936.32
2024-01-01 00:00:21,99.95677748904458,99.98224516198567,541.13,574.54,441.57,1072.59,920.17,1091.97,1198.9,1809.52,1165.05,801.04,786.13,609.87,1010.18,994.19,399.08,843.62,1258.71,832.5,1084.05,647.82
2024-01-01 00:00:22,99.98496372458803,100.00296057998918,2682.72,533.8,1003.75,1356.87,624.17,1141.11,974.96,669.14,848.83,1506.77,1242.78,398.0,1013.54,815.46,532.61,1113.69,441.37,1740.07,1140.49,757.48
2024-01-01 00:00:23,99.98347993810627,99.99826318718819,1996.82,1754.21,1040.47,721.9,1501.78,1507.92,1659.31,2318.87,1142.7,606.55,665.48,1078.66,1102.58,1310.37,1828.57,536.8,1303.36,1241.41,1453.72,753.36
2024-01-01 00:00:24,99.973370760174,99.99123925223394,793.52,656.09,903.77,809.24,942.36,780.33,974.66,1492.34,1793.16,999.55,309.26,3175.18,1015.39,764.87,961.03,1267.37,503.71,927.43,1399.18,528.3
2024-01-01 00:00:25,99.97182275213795,99.97870191825045,696.11,2214.93,836.51,1061.61,2520.33,676.73,1656.96,1221.31,1332.75,1676.5,1209.72,654.14,920.96,1025.49,2717.44,1682.31,1493.44,1086.04,687.44,1319.28
2024-01-01 00:00:26,99.97621044034696,99.99560659746359,496.56,876.32,1327.66,455.46,972.45,881.71,489.45,755.55,1238.99,946.95,874.14,759.69,1303.86,1088.88,1247.16,840.84,737.76,1498.44,1372.21,1360.47
2024-01-01 00:00:27,99.98364269817037,100.00279210221473,779.62,629.88,805.38,1874.39,766.34,696.54,1760.31,569.98,869.11,1694.99,1986.2,743.67,2439.38,1050.13,691.18,525.23,232.12,832.76,1685.82,943.95
2024-01-01 00:00:28,99.98941019555811,100.01353390929084,842.83,821.79,648.5,773.44,745.01,1020.7,812.69,1640.53,1912.85,624.5,1083.24,282.6,1899.9,1858.48,1280.32,719.53,856.74,750.84,822.69,761.33
2024-01-01 00:00:29,100.0048042348046,100.01537271016468,1324.19,514.7,1507.14,820.82,1646.08,869.44,877.42,1243.12,1091.55,760.45,1339.13,295.03,825.32,512.39,566.96,1746.73,668.22,657.0,886.46,1313.78
2024-01-01 00:00:30,100.04001675859989,100.0658260904042,1392.5,699.97,1876.65,1501.43,507.62,1050.79,741.8,484.0,836.16,556.84,1487.89,474.79,767.93,1578.12,806.65,532.92,493.62,831.41,1273.42,960.66
2024-01-01 00:00:31,100.03274162593685,100.05684462241184,922.47,1117.4,721.07,794.12,878.31,454.86,1756.81,546.95,605.05,590.97,656.5,266.04,1870.35,1240.85,1038.61,1287.52,1397.77,585.14,1222.47,1919.89
2024-01-01 00:00:32,100.02141816068367,100.04767837850217,982.49,948.19,840.17,1527.67,1515.55,1473.96,1788.13,935.12,1719.6,362.53,552.81,1104.64,1920.25,1301.09,836.13,721.6,685.56,1083.73,918.82,985.77
2024-01-01 00:00:33,100.00840461846796,100.02814101158795,1515.23,620.86,1310.27,951.29,880.12,775.22,1520.19,1206.27,1072.43,744.53,750.9,700.59,701.86,440.93,1227.67,3013.87,959.58,797.49,502.7,568.21
2024-01-01 00:00:34,100.01805766139422,100.04312714556472,1527.42,1352.23,786.52,1097.97,2216.79,1315.35,495.84,1386.87,913.61,1730.71,704.7,587.21,614.03,1076.04,783.96,454.06,2423.67,857.82,1074.32,1398.4
2024-01-01 00:00:35,100.04684995942117,100.05949373924662,673.1,639.16,400.79,3050.9,422.87,1009.06,764.73,404.48,728.44,1422.79,894.02,3034.65,321.07,326.86,955.19,1429.35,1671.74,609.77,2251.1,973.35
2024-01-01 00:00:36,100.03911028126777,100.0626755190938,387.82,519.66,669.85,1532.27,652.39,852.82,1075.58,1786.38,543.41,597.62,2318.99,901.86,1022.0,314.47,940.28,3665.1,2217.45,2611.25,992.01,2973.19
2024-01-01 00:00:37,100.02601767754679,100.0421618637363,1221.59,2152.33,687.02,744.2,503.96,978.17,736.99,1156.87,2984.67,1205.9,1372.33,578.25,1147.13,563.89,613.74,512.46,1577.16,807.94,507.2,852.17
2024-01-01 00:00:38,100.01172865090878,100.02347164174667,456.79,797.45,756.2,1133.84,2657.13,500.85,2582.99,652.34,798.02,683.75,713.84,1506.03,440.35,1103.78,1039.79,1184.24,1084.38,626.9,1484.05,1020.45
2024-01-01 00:00:39,100.02342235337962,100.03780165078881,1576.73,678.95,906.0,690.67,1320.5,1202.96,704.46,723.65,1308.03,948.61,775.99,873.76,1258.26,555.93,1208.34,749.2,1035.0,755.22,1487.76,826.26
2024-01-01 00:00:40,100.0354632576617,100.05549091335486,456.03,405.98,587.16,694.45,873.69,1577.64,485.96,1244.45,815.93,818.95,829.18,554.4,1924.84,1051.48,1073.87,1622.29,1673.16,2135.12,1162.81,769.51
2024-01-01 00:00:41,100.04840091889493,100.06427942285383,765.04,588.58,1069.14,1272.37,1440.1,1196.68,1816.12,1005.23,935.99,727.89,438.78,519.74,423.63,1401.16,849.42,1565.6,310.69,835.28,2453.59,2352.01
2024-01-01 00:00:42,100.03208979289937,100.05397016055784,1347.79,1125.37,727.72,916.24,574.17,553.53,1672.07,427.31,573.03,774.16,601.03,1202.47,681.83,3211.67,1058.7,1034.36,1363.97,1344.64,1815.45,661.25
2024-01-01 00:00:43,100.04219379707746,100.05315260930243,1686.21,1109.96,1000.39,1039.76,1665.73,623.29,714.98,1952.46,402.35,935.17,714.93,1737.91,668.23,1004.84,729.06,847.3,618.98,676.62,794.09,839.31
2024-01-01 00:00:44,100.0453246632318,100.05468917551373,1363.44,2079.96,2357.56,638.05,422.03,1395.37,525.26,855.91,673.19,1342.79,1466.49,1108.98,902.6,513.43,696.24,1086.37,1430.99,2953.14,1613.16,1166.19
2024-01-01 00:00:45,100.04094972272199,100.0678116598927,990.66,1589.68,664.91,1160.22,1144.7,1483.07,889.91,698.36,886.47,941.09,773.99,1552.77,1588.03,839.39,1133.08,1709.3,1678.42,605.46,1950.65,1029.84
2024-01-01 00:00:46,100.05954976654279,100.0840687671898,1257.96,878.59,776.28,3740.2,1682.3,822.92,1262.17,1233.81,3675.48,369.46,1167.72,557.71,1417.43,1165.18,1156.28,876.39,951.66,884.86,878.63,850.03
2024-01-01 00:00:47,100.06890441993157,100.08365793575202,1158.5,911.64,1297.69,424.97,1781.03,957.54,1166.99,896.14,793.39,1704.44,849.23,1518.27,516.09,243.08,2294.71,692.59,762.93,2462.19,1622.1,1572.96
2024-01-01 00:00:48,100.0798669482119,100.09985194999456,1148.29,1278.17,1164.0,777.74,942.97,1447.81,674.42,468.77,616.15,753.55,2373.18,1188.18,1058.64,1355.01,1755.29,1114.27,1998.61,1217.48,814.3,1085.56
2024-01-01 00:00:49,100.07866226284251,100.10375979814351,1235.84,854.17,1022.76,1954.92,560.68,2523.57,911.43,974.92,1341.45,555.64,779.18,889.17,850.08,1044.38,916.97,331.21,2874.17,1952.75,399.71,726.77
2024-01-01 00:00:50,100.08594541694609,100.10804141998753,1285.08,661.4,881.02,843.85,725.91,789.49,870.28,1028.75,1396.11,1484.13,1436.57,1892.26,1097.47,1484.78,1726.97,624.13,1885.92,946.94,1504.09,1053.73
2024-01-01 00:00:51,100.09924862524312,100.11998974072404,761.02,1166.03,1280.46,1277.16,1283.51,1039.66,665.1,957.71,456.25,1576.75,363.71,935.76,1035.54,1613.6,1160.7,1501.89,553.83,2067.56,1687.11,1115.02
2024-01-01 00:00:52,100.06773818138319,100.09321395178975,1079.08,2058.23,1963.5,859.2,1203.54,1188.64,586.74,1465.95,1257.52,603.3,1398.02,821.69,760.48,716.1,486.24,971.61,1051.43,766.17,606.27,1054.72
2024-01-01 00:00:53,100.06590942344734,100.08225586107132,1751.45,961.78,815.8,869.6,2368.6,1078.32,345.74,710.92,1069.72,649.8,2043.57,550.67,640.73,409.02,923.49,711.88,817.49,1309.19,710.43,905.87
2024-01-01 00:00:54,100.05459724305182,100.07475313529513,1130.11,1006.11,523.24,816.81,946.03,2627.7,1294.34,1086.3,898.03,752.51,606.47,589.53,1673.79,2355.13,1440.7,496.11,594.17,672.08,523.59,672.28
2024-01-01 00:00:55,100.04194225380432,100.06185301061286,621.29,982.8,1313.42,1194.26,1147.73,1034.81,1484.45,833.33,849.53,497.29,629.79,2530.23,1583.16,1141.63,758.26,1328.18,1097.76,713.19,460.72,861.95
2024-01-01 00:00:56,100.03707669230324,100.0557128820649,752.09,1797.56,1656.49,332.01,698.98,1464.85,1502.68,883.81,311.76,1231.2,756.01,2298.95,917.89,787.49,2389.94,258.98,557.37,579.45,1398.63,1006.48
2024-01-01 00:00:57,100.0672681271873,100.0853190996302,1696.33,2280.85,697.16,823.59,829.64,2168.47,1073.38,312.76,476.76,777.41,796.48,1680.26,1892.8,1603.09,1298.65,376.4,924.62,657.03,1058.16,933.14
2024-01-01 00:00:58,100.04879482050032,100.06915916168947,1337.03,717.45,1471.39,1794.35,757.14,1006.46,2154.07,485.69,1931.26,1259.03,1403.02,1292.84,656.08,562.92,600.43,640.51,849.33,700.58,1030.85,1980.39
2024-01-01 00:00:59,100.06825653944675,100.08842857692669,413.03,956.82,1280.62,331.32,1903.57,547.88,1334.07,1430.37,713.18,815.38,672.2,541.35,1161.75,827.6,926.21,1633.39,1247.97,2968.51,1351.02,971.43
2024-01-01 00:01:00,100.03730623186074,100.05206409364807,1726.24,1277.36,567.76,951.14,1117.18,1115.69,833.82,629.71,951.88,2059.59,1540.65,795.17,1626.72,577.11,2012.19,680.74,1237.13,1394.43,946.48,705.08
2024-01-01 00:01:01,100.02598297237994,100.04999195192944,881.23,2134.73,420.05,1376.82,1953.98,1538.42,851.34,811.11,1287.82,732.92,1404.24,1016.6,536.52,552.35,630.23,1266.43,2167.36,1581.91,1156.29,707.5
2024-01-01 00:01:02,100.0336834864762,100.04880156043737,748.04,1411.82,938.78,1135.79,1721.37,1747.39,1595.45,2274.6,480.45,1478.27,2264.02,972.25,1621.05,1827.38,926.6,1023.94,551.09,875.66,1693.85,737.21
2024-01-01 00:01:03,100.04351255369534,100.06242138647261,1268.98,1050.09,482.44,1652.98,890.44,597.06,4773.53,537.9,1008.29,543.27,690.05,1666.86,603.96,1220.32,2425.53,2090.15,1527.88,771.44,2021.26,542.62
2024-01-01 00:01:04,100.05792970286163,100.07645330049803,1132.12,2178.19,1872.0,692.31,654.32,1402.04,1084.69,513.19,1154.34,1094.6,1996.16,921.67,1172.83,490.67,731.43,2575.31,1032.56,641.36,432.49,626.5
2024-01-01 00:01:05,100.07216318735219,100.09395370541547,313.33,720.96,1515.39,336.37,829.14,849.1,877.47,721.05,1515.09,1642.4,2010.74,1171.13,1306.36,530.52,2622.26,721.31,1285.75,2938.39,1163.12,633.85
2024-01-01 00:01:06,100.0713817047894,100.08078618508831,1127.72,1509.49,525.85,711.73,1612.84,605.61,294.42,762.67,745.93,2085.9,1011.53,480.14,673.76,1388.59,797.82,1839.91,2508.51,758.82,1736.74,1646.27
2024-01-01 00:01:07,100.05460963454824,100.07906418362289,709.7,1523.02,790.74,668.12,528.08,621.95,1422.62,925.91,882.61,1055.57,374.1,831.21,1051.68,1326.47,1245.44,679.17,1618.61,633.93,963.99,1001.98
2024-01-01 00:01:08,100.07568890257974,100.09230395084168,830.0,1121.02,2699.68,1927.0,1003.3,1255.04,1433.02,1425.76,763.56,841.55,1411.93,844.41,482.96,727.77,793.71,1095.71,546.55,1075.51,738.98,1049.61
2024-01-01 00:01:09,100.06712043197614,100.09322024845001,1868.69,903.66,736.27,978.91,1432.08,2289.72,2135.35,1147.02,986.31,1338.71,1643.59,1264.19,1304.14,916.57,1059.95,1307.92,1455.22,1010.46,2509.21,535.18
2024-01-01 00:01:10,100.0458520260576,100.06346120143503,727.14,748.02,619.03,2709.46,601.12,1792.14,1644.13,861.2,1758.89,1401.39,764.51,1115.55,343.69,2390.23,713.64,937.26,1315.12,1118.78,967.19,671.3
2024-01-01 00:01:11,100.02211297843058,100.04186876050193,1094.36,935.01,769.76,253.96,1660.38,1138.66,1187.2,1651.63,1340.75,2330.58,1082.78,1271.87,1299.77,833.02,1257.7,663.17,628.74,788.48,1205.06,449.67
2024-01-01 00:01:12,99.99881735864604,100.02838628884639,1485.5,881.69,1781.7,541.82,1231.28,741.85,617.16,902.88,666.54,1179.02,804.47,437.99,1099.36,842.35,940.71,1409.18,570.14,2013.5,568.44,963.51
2024-01-01 00:01:13,100.01423838414928,100.0328516931053,350.2,2999.96,210.19,1419.27,936.23,1031.32,3190.3,1862.11,2455.65,776.04,613.17,592.19,1077.83,1591.12,480.81,1303.87,518.89,1685.59,549.51,1666.24
2024-01-01 00:01:14,100.01329642863703,100.03949067806039,893.37,2732.33,912.81,483.98,1134.68,837.57,1393.21,865.94,844.98,1792.04,1018.27,1204.87,578.74,1795.52,510.56,1152.08,472.61,990.8,1383.51,1405.45
2024-01-01 00:01:15,100.03010564771616,100.05030087314397,844.55,1139.56,392.37,1215.16,968.95,1385.34,535.58,1242.19,2293.75,1634.56,748.7,1026.24,1406.01,1088.5,1723.71,606.26,620.35,1634.83,1038.76,2352.91
2024-01-01 00:01:16,100.0206196604276,100.04269675457905,1318.82,406.14,1059.47,1377.79,1197.88,929.61,514.37,911.94,1319.19,1368.66,784.21,985.25,1190.92,1216.85,1584.07,835.4,1397.11,2122.06,1190.48,890.03
2024-01-01 00:01:17,100.02465410485134,100.0450038977984,1378.59,683.44,1410.87,1189.44,2112.24,658.71,983.12,1124.58,1085.43,2278.56,1593.66,977.84,782.55,508.05,512.92,812.57,1279.69,1501.14,902.12,1054.9
2024-01-01 00:01:18,100.03522118013846,100.05946043826997,546.75,1419.98,1284.37,728.81,2045.35,813.85,442.7,1372.76,1667.23,2237.7,281.24,823.96,818.61,1018.87,2509.94,1733.17,848.6,1067.72,1046.0,1375.6
2024-01-01 00:01:19,100.03286770744194,100.04944004937767,1464.38,690.68,423.91,1001.78,1036.7,732.94,1032.63,430.51,2537.45,642.6,539.09,1251.2,826.32,1317.73,628.65,1468.58,596.18,1289.79,1757.16,894.94
2024-01-01 00:01:20,100.0427495044685,100.05782926185341,1013.41,399.9,757.46,564.36,771.88,1737.37,754.57,656.34,789.07,963.44,531.41,1031.87,878.65,500.27,835.6,1180.7,684.62,2146.61,1080.61,990.67
2024-01-01 00:01:21,100.02864730481556,100.04545442386367,1127.43,874.03,757.05,560.35,930.47,872.02,2942.65,1310.79,2887.0,996.82,590.35,802.63,633.04,1653.59,588.78,877.4,1696.43,807.41,819.33,1073.16
2024-01-01 00:01:22,100.01954051146751,100.04003906334913,1127.31,1922.25,2714.16,925.64,994.78,642.26,1423.51,1313.78,1297.2,847.15,745.2,1319.72,1698.22,359.03,653.87,1018.58,1954.12,883.11,745.48,618.91
2024-01-01 00:01:23,100.01270707649222,100.03160298256448,787.43,545.27,580.28,869.33,629.94,585.84,807.85,226.97,296.51,555.63,889.88,543.73,775.7,1014.74,1484.39,551.89,1235.52,999.67,702.0,620.91
2024-01-01 00:01:24,99.9864625494254,100.01001392380775,795.11,1478.83,889.31,1206.02,2102.19,860.66,662.89,1074.62,697.76,1332.93,568.76,1031.05,476.63,1073.14,1165.91,348.66,1106.78,771.69,1899.1,677.54
2024-01-01 00:01:25,99.99471585698272,100.02123951548184,1683.21,1691.17,3315.33,822.66,963.74,713.65,877.86,1337.04,521.99,467.9,1416.64,957.83,1061.06,372.25,1384.91,697.58,565.77,793.37,1192.2,2072.04
2024-01-01 00:01:26,99.99102923527131,100.00615004358515,1108.05,928.25,1071.99,640.67,710.61,935.44,1812.42,2055.08,2787.52,357.98,573.97,1471.51,1433.65,1208.84,237.18,943.34,1396.97,856.16,392.56,2051.47
2024-01-01 00:01:27,99.99067439378182,100.00700464982374,769.14,1432.18,518.66,595.22,897.8,1011.23,1521.04,1863.79,395.08,1308.58,835.49,1140.17,773.61,521.24,2204.55,3179.35,1240.95,1434.36,555.1,2439.35
2024-01-01 00:01:28,100.00204505352669,100.01486385643513,790.06,1162.58,2177.23,990.92,1429.3,724.56,631.84,1628.42,875.0,2114.45,889.09,1683.14,764.15,3088.96,425.24,1067.72,712.62,733.12,2002.91,1137.29
2024-01-01 00:01:29,100.0023091460246,100.03246101097841,826.49,1494.87,949.68,876.88,1072.79,978.52,3031.54,1112.84,1004.45,1279.91,1728.01,1069.72,741.49,1111.22,878.36,1374.31,1006.3,1468.62,679.05,780.75
2024-01-01 00:01:30,100.01993110693314,100.04145445442876,903.16,399.26,1558.97,595.05,670.2,1259.26,1000.04,693.91,1425.28,1141.99,662.17,971.78,1729.28,1034.04,1037.11,1278.49,920.76,1813.03,366.38,991.71
2024-01-01 00:01:31,100.01752356519063,100.0399225767909,829.6,593.89,1204.18,1168.23,2393.3,1428.29,1328.36,324.06,1756.12,696.86,546.32,1014.73,938.56,786.51,1841.12,1069.54,641.55,731.95,1620.3,1597.66
2024-01-01 00:01:32,100.01360762571247,100.02690658378731,1442.91,1026.03,1147.24,406.62,848.44,1441.51,610.7,1488.03,2429.51,981.51,1371.54,398.64,1185.67,1569.85,813.49,599.89,1019.12,834.73,1085.85,750.45
2024-01-01 00:01:33,100.00866566550427,100.02865981555924,1221.33,486.87,1443.64,1003.07,676.22,1106.69,480.32,1058.34,1043.04,900.63,417.44,689.02,850.59,2084.54,775.23,1097.1,1278.74,626.41,2694.73,1246.36
2024-01-01 00:01:34,99.97364293189156,99.99618917181363,378.21,1199.87,3117.69,1360.25,890.0,984.02,1189.94,732.48,492.92,504.23,1646.14,767.09,1020.95,436.85,969.73,1162.3,379.58,447.95,1037.59,837.17
2024-01-01 00:01:35,99.94660569663047,99.96534190817779,1526.4,1439.77,888.57,886.0,1798.76,970.89,1762.0,1248.24,725.75,1292.6,2220.11,1680.27,1022.91,1325.34,1025.18,1195.91,1050.74,375.04,1035.27,1128.43
2024-01-01 00:01:36,99.91683054609499,99.94220907421911,268.46,2291.68,911.42,1382.24,505.62,1623.89,2255.04,713.81,2210.11,966.16,1531.07,1326.16,887.6,1247.96,604.1,1484.46,719.79,567.13,2641.43,672.64
2024-01-01 00:01:37,99.89379529579091,99.92535445141911,707.44,523.67,307.96,1138.06,1673.78,910.61,2117.53,907.3,2292.42,711.54,1680.64,655.91,1823.5,1000.92,1026.82,1739.64,354.11,2189.56,1014.04,2193.42
2024-01-01 00:01:38,99.90993801520722,99.92520270107175,1364.5,791.19,934.6,553.49,913.55,1555.58,617.51,1891.38,606.0,1232.2,2506.97,988.59,2552.76,730.93,998.68,1353.61,1151.15,1333.57,612.36,1151.99
2024-01-01 00:01:39,99.89201599514723,99.90690555891734,1378.9,575.09,2410.48,608.48,465.51,954.13,1261.05,1683.61,1309.32,1575.92,1301.87,819.1,2273.7,401.14,2767.68,1949.61,889.81,1859.77,1400.16,1063.92
2024-01-01 00:01:40,99.88409191611531,99.89970313578768,1043.02,806.55,729.02,857.62,1145.0,1592.92,1398.99,1307.93,1114.57,807.34,643.66,3006.59,793.12,465.34,796.16,740.23,656.24,748.55,1169.73,1054.46
2024-01-01 00:01:41,99.90386659400717,99.93189758980726,1232.51,1761.54,1631.92,1513.36,651.28,1065.4,749.21,515.02,2175.56,1612.17,921.04,566.88,1015.18,817.99,916.17,962.93,1762.12,667.82,1796.62,661.35
2024-01-01 00:01:42,99.89815092419342,99.92336270077855,1744.74,1557.99,1013.37,2069.08,646.48,963.69,2618.51,410.86,1534.42,1150.58,795.86,706.05,2037.88,1197.57,765.06,1159.22,2024.56,390.32,2094.14,822.68
2024-01-01 00:01:43,99.91584594339982,99.93516830431084,630.82,1360.94,1337.6,954.48,1478.6,578.0,3696.75,1388.4,689.94,434.86,2046.79,1124.14,1008.71,763.74,537.58,1242.38,941.77,892.2,1001.23,1275.18
2024-01-01 00:01:44,99.89674337109413,99.91692616941613,588.93,1974.98,1168.93,1414.97,1614.31,1402.2,1126.48,1338.38,762.68,423.85,928.45,1041.08,997.73,1144.38,1114.78,1318.42,1741.79,958.62,1145.65,1430.15
2024-01-01 00:01:45,99.89476737816328,99.91068466003229,495.92,619.16,754.91,2708.52,1086.55,1321.96,1754.29,631.18,1913.48,1969.41,2428.67,572.36,1067.49,1004.74,1464.71,1059.37,483.25,814.68,1239.79,940.78
2024-01-01 00:01:46,99.87150051010521,99.89595064589393,584.13,1032.13,969.21,584.7,4549.05,1146.47,1163.9,1001.5,649.27,2643.13,1226.17,2100.03,772.18,693.1,618.55,931.92,2862.14,706.93,1704.73,880.29
2024-01-01 00:01:47,99.86789467104184,99.88599516192129,1188.59,1536.87,822.08,949.99,856.08,779.19,2162.45,1353.52,1165.66,379.72,214.08,824.33,3355.06,1983.76,1095.85,2031.54,1187.3,1920.66,1721.76,540.3
2024-01-01 00:01:48,99.88440127057935,99.90310088788208,1262.0,538.28,1452.74,781.25,809.08,1006.29,540.7,693.14,1150.41,431.58,2045.84,1590.29,723.32,1463.14,694.88,744.26,1841.37,1427.59,795.63,1602.77
2024-01-01 00:01:49,99.84768269633804,99.87072664519567,814.42,304.24,829.8,1379.51,968.03,970.02,455.29,284.62,763.63,1663.77,1122.08,1040.52,1118.09,450.19,1784.25,1219.88,2508.53,1094.72,2130.26,1310.52
2024-01-01 00:01:50,99.85836313098298,99.87742315629256,1579.84,380.2,928.33,860.5,732.32,612.39,1008.98,921.75,1340.16,427.8,1508.28,572.02,1365.53,2159.23,941.21,1787.39,1482.06,1625.49,1878.43,2086.23
2024-01-01 00:01:51,99.86323527066817,99.88206044070067,1552.83,392.67,984.12,972.08,659.07,1129.72,651.3,823.9,711.34,394.39,1137.16,1555.53,1296.8,1361.95,492.99,733.2,777.25,1526.22,1129.35,1064.14
2024-01-01 00:01:52,99.85073841855666,99.87079129458431,637.73,1372.88,1242.28,633.05,857.52,1126.74,696.48,1132.72,1026.96,890.69,1216.7,262.64,654.25,1089.68,885.76,1127.4,1263.44,623.25,683.15,1331.27
2024-01-01 00:01:53,99.81985531094824,99.8438320880172,436.54,1130.13,463.81,1227.22,811.37,828.01,517.26,425.55,840.41,430.29,2298.99,1410.22,501.93,578.72,868.23,670.99,2904.18,1521.68,1226.38,343.62
2024-01-01 00:01:54,99.81917005694828,99.8474025223257,832.05,447.86,924.56,1483.73,1239.47,1043.05,2334.71,369.08,766.88,802.68,684.68,1091.98,501.87,576.39,1052.9,485.3,495.18,429.85,793.03,1526.81
